comment,is_spam
"Hey Sankarshan, thanks for asking. I have discussed about these topics with my colleagues and friends many times. Previously i have given a bunch of talks in few colleges and other meetups. My previous talks revolved around IoT and python mostly. In next month's ChennaiPy meetup, i will be giving a talk on the above proposed topic.",0
"The goal is to guide attendees through the contribution process and encourage them that given the open nature of open source communities (in terms of documentation, guidelines, bug triage, help on IRC, review feedbacks), it becomes really simple to get acquainted with the workflow quickly and make an initial first contribution and then go on making more contributions slowly and gradually as you learn more.

Since OpenStack is a Python based Open Source Project that is why we submitted the proposal under the Other Category.",0
"You have written in your first line ""This workshop"" but categorized it in the form of talk. Is it suppose to be a talk or a workshop?",0
"I had a confusion between a workshop and a talk, since the way I see it, my proposal lies between workshop and a talk. Still thanks for pointing this out. I will edit it.",0
"It seems more apt for a workshop to me! Btw, nice proposal, looking forward for it :)",0
"CI is a must feature for any git repo and having it on pagure is a must

I am interested in attending this talk",0
"Hi @megha , than you for submitting the proposal, is it possible for you to share the video / slides for the events you have spoken in the past.

Looking at the description it seems to be more oriented towards MySQL, can these ""Best pracitices"" be applied to any DB or specifically MySQL.  What is specific to python in this talk or does it revolve around databases only ?
",0
"Can you provide more details / examples / sample code for ""Automated API Security Assessment tool"" ?",0
"Any session by Anand is worth the time. His clarity of thought and simplicity of presentation cuts through all the cruft and explains what is needed in a clear, precise way. ",0
"
Thanks for responding. Of course I can submit more details. Where do you want me to share it ?

Hilal",0
Thanks Saurabh. ,0
Would love to attend:-). I wasn't aware about Kivy before this. I request Pycon teamm to arrange this workshop...,0
Would love to attend...Good Job..:-),0
"As Kivy is free and open source software ,it will have a wide scope, all the best !",0
"@Kajal, Updated the talk. The earlier content was way too generic. ",0
I had an opportunity to be at the audience when this talk was on Chennaipy. I had never thought about CPython in this angle. The talk gave me the insight on things that happen behind the screens. Looking forward to know about the reaction of PyCon audience.,0
"Thank you for your submission. While the proposal, and your slides look fine as they stand, I have two questions/suggestions:
* Your slides cover basic graph theory. How about adding:
   - Some example usages of graph networks in real life in order to motivate your audience
   - Some advanced examples of real-life problems that are more tractable to solutions through graph networks; maybe contrasting graph networks to more commonly used relational databases
* Why a workshop? Is there enough material that cannot be covered in 40min., and needs 2-3 hours?",0
"Thanks for showing interest. I have explained that basic knowledge of Selenium, Python and HTML is needed.  Audience can expect a simple and helpful talk, which will help them to get data  by themselves for their projects.  ",0
"Thank you sir for your humble suggestion. We will be adding some real life implementation of network sciences in further slides. we are still preparing the slides. There are many real time examples to discuss and brainstorm that will motivate the audience with great curiosity. we will update the slides by today. 
Yes, we thought of giving some hands on experience to audience in network analysis but if it is not feasible we can shift it as a talk session. We are also planning to add some code snippets that will help attendees to understand the domain at better extent.",0
"""""Thanks for your submission. Please provide more details, as it is difficult to judge from this what is being proposed beyond a basic introduction to app development with Kivy. Kivy has been around for a while, and many people have probably seen introductory talks. What are you going to demonstrate that is new, and why are you suited to making such a presentation.

Please note that time is short.""""

@Reply: Thank you sir for your humble comment. yes, I will be covering the basics along with the development of small ping pong game. In latter part, we will be developing a small git interface application with which we can update and commit the various changes in the code stored in our github repository. Its Functionality might be limited but enough to carry out basic operations like edit,update & commit. Thank you.o",0
@prastut Its good enough! :),0
"Seems interesting and informative, Looking forward to it!",0
"Please add what your talk will cover about MicroPython. It will be a good idea to add talk outline, see https://us.pycon.org/2015/speaking/proposal_advice/samples/SpacePug/ for an example.",0
It is not clear from the description what you will be covering in your talk. Can you please add a talk outline? See https://us.pycon.org/2015/speaking/proposal_advice/samples/SpacePug/ for an example.,0
Looks like you trying cram in a lot of things into a single talk. How about focusing on one of them instead?,0
"While you are working on the content, it would be good to make a talk outline available in the talk description. Please see https://us.pycon.org/2015/speaking/proposal_advice/samples/SpacePug/ for an example.",0
"The talk looks interesting. The LinkedIn link is broken, can you please fix it.

Also it will be great if you can elaborate on the topics you have mentioned. For example, what do you mean by ""Usage or Proper keywords""? Also what do you mean by ""Proxy layer""?",0
"The slides seem to be inaccessible, can you please fix that? Also is the PyUnit you are referring to, the unittest module that is part of the standard library?",0
Looks interesting ,0
Looks interesting ,0
Looks interesting ,0
Added the outline!,0
Quite interesting .. ,0
I have added the details. Please have a look at that.,0
"Thanks! BTW, formatting using MarkDown will make it appear better.",0
"Yes, pyunit is part of python library.",0
"Thanks for letting me know, fixed the link

those are the reasons this presentation is for but if you cant wait till i attach a presentation to this talk, you can always ping me on the side ",0
"Making things a bit explicit, will increase the chances of your proposal getting selected. Also the talk selection happens before the slide upload deadline. So it is better to beef up the talk description.",0
Is this talk about BDD in general or is it about a particular framework?,0
"sure, will do",0
I have read Kashif's code and discussed some technical aspects with him. It would definitely be useful to pick his mind through this talk. Bumped it up.,0
This is mostly about BDD framework with python and selenium. We are focusing on front-end and back-end automation using python selenium where test cases are in BDD.,0
That's very nice. ,0
Please provide an outline of the workshop. See https://us.pycon.org/2015/speaking/proposal_advice/samples/SpacePug/ for an example.,0
"It will great if you can break the topics into subtopics and provide an outline of the talk. See https://us.pycon.org/2015/speaking/proposal_advice/samples/SpacePug/ for an example.

In my opinion, the talk would be interesting if the talk includes real world implementation issues, solutions tried, what worked or what did not, etc. Or how this was used to address a specific real world problem, like in pollution control, outcomes, improvements, etc.",0
"Thanks for the details. Please be aware that the talk duration is 30 min + 10 min for questions. Rather than talking about many different things about Micropython it would be nice to focus on one aspect. For example you might just want to drop of the part three.

In part one, you might just want to focus on those areas that are different in Micropython. For example it would be interesting to talk about Micropython's viper and inline assembler support, and other speed optimizations done in Micropython.

In part two, not sure why you want to use ""few"" different boards. Wouldn't a single type board suffice? You might want to list out the demos you are planning to do.",0
Looks Interesting,0
Looks Interesting,0
"Thanks for review, I changed it to ""beginner"". Topics which you suggested will discuss with interested folks or will propose a session during breakout which will focus on lifecycle management, maintenance, security and availability. ",0
"I don't think that 30 min will be sufficient to talk about the entire internal architecture of Micropython. I think I can start by introducing the board and then starting from simple examples to various code optimization parts like using native code emitters and micropython's viper code emitters. 
I said multiple boards because say if you have esp8266, you can't get the inline assembler functionality( the core is based on Xtensa ) . esp8266 is the cheapest micropython board that you can get online. just for Rs.200. I can cover  those areas using pyboard. I am getting 4 pyboards  next week. :)

If I talk too much about the internals then I am not sure that how many of the audience can catch-up all those. It will be better to cover those areas through examples without opening the ""C"" part of it. 

I wish I could get more suggestions and comments here.

Thank you",0
Sounds interesting! Looking forward to your talk. :),0
"After learning about Machine Learning, I am all hyped up about every field which deals with data and recommendation engines sound great. 
",0
Will be adding slide in few hours.  :) ,0
"I received an email saying Reviewer01 has left a comment, but I can not see it here after login.",0
The framework is ready to use right now. However by the time the event is held I expect many more features to be added to the framework.,0
"Why is this classified under Python 3k? There is nothing here that talks about 2 to 3 migration, or writing compatible code. May be ""Others"" will be appropriate.",0
"Should this be classified under ""Network Programming""?",0
"Should this be classified under ""Network Programming""?",0
"""Data Visualization and Analytics"" might be a more appropriate category.",0
"""Scientific Computing"" might be a more appropriate category.",0
"""Scientific Computing"" might be a more appropriate category.",0
"The ""Embedded Python"" category is for hardware, electronics, and interfacting. Please re-categorize to make sure your talk gets better visibility.",0
"Changed to ""Embedded Python"".
Thanks for the suggestion.",0
what is the problem solving ?? then next ...  ,0
"I am not sure if I am missing something here, but BDD is a development style / process not a ""framework"" in itself. Cucumber & Robot are BDD Frameworks. Please correct me if I am wrong.

",0
"You have good internet connection as a pre-requisite. 

Internet issues are common at conferences. You should plan to have things working locally, instead. ",0
"As Vijay already pointed out, can you please make the slides publicly viewable?
Thanks!",0
"I second Vijay's suggestion of beefing up the description. An outline with
finer detail on what you want to cover will go a long way!

If you have slides/videos of any previous talks you have given, that would be
helpful too.",0
"It should be manageable without internet as well.

Just in reply to one of the query thru mail, I will plan to keep this talk as simple as possible to make beginners understand what is REST API and why it is important to test an API in any application first and then making them understand the concepts of testing REST API with the help of GET/POST/PUT/DELETE methods and will detail out the demo scenarios for testing an API and then will go ahead with the use of python libraries(Requests and Unittest) for testing the REST API's.

Also by built-in features of Requests I mean to say how with the help of requests one can GET/POST the data from/to a service and how to validate the API response and how you define the headers/params needed to access the API's. 

Try to keep the talk as simple as possible for the Python Novice to understand

Updated the Pre-requisite accordingly.",0
"Hello Arthy,

Thank you for proposing this talk.

It is not clear which tool you are describing in the description. Is it an open
source tool that the audience will be able to use for their work? If not, what
are the take aways from your talk?  Are there other tools like the ones you are
going to talk about?  What are your take aways from building/using this tool?



",0
I had classified this as 3k since I've only tested the code on 3k. Now that you mention it it does fit the others category too. I'll ask an admin and change if allowed.,0
"Could you please update your proposal with your slides,  at least a preliminary outline of your talk.

We would also need links to previous talks  experience in public speaking etc.

It's also to be noted that this talk was in draft mode and made public after deadline.",0
Could you please upload the slides of your talks along with details of any previous experience giving talks or workshops etc.,0
Can you please upload a preliminary outline of your talk slides? Something that can help reviewers.,0
Nice ,0
Nice ,0
Excellent. .very comprehensive stuff. .Good luck ,0
"Thank you for the proposal, looks like an interesting topic, I looked at the talk shared and it would be great if you can provide some details on the following questions:

1. How different are you planning this talk to be from the one given at PyDelhi. Please share a concrete plan.
2. Until the example shared by you which talk about the deal codes and it's user, the talk looked fairly simple of How-Tos of various tools, which I will advice to restrain from. The example looked like it's more a porblem of grep's then why this elaborate setup.
3. Since you are one of the largest e-comm companies, it would great to get some insights on numbers, throughput and scale challenges.
4. Please list down the libraries you will be using to talk to various components like elastic-search, Kafka, elastic-alert, map-reduce etc etc.

If not structured well, this talk will be too much in too little time.",0
"You can update the description with the same, that would be great.",0
"Hi,

Please update the description with a proper outline of what the talk is going to be about. 

Can you talk about:

1. Scale at which Apache Storm is being used.
2. Is the use-case mentioned by you a production use-case or ""How to get started with Apache Storm"".
3. What libraries are you planning to share like StreamParse, Pyleus or any other. Why you would choose one over the other ?
4. What kind of deployment strategies do you follow to deploy storm cluster like green/blue deployment strategy or something else ?
5. Since you are mentioning Big Data, will you also cover how Storm cluster can be tuned and configured beyond basic deployment ?
",0
"Prerequisites, is what the audience should know before attending your talk.",0
aah... I think in hurry I typed it in the wrong section. Apologies. I'll update the section accordingly Vijay Kumar,0
"@akshayaurora
I have shared the link to my slides. Note that this is just my first draft. Looking forward to your feedback.",0
"You might want to add more information, unless this is a joke. :-)",0
"Well the description talks about Box0. It does not what you are going to cover in your talk. Please add an outline of your talk, see https://us.pycon.org/2015/speaking/proposal_advice/samples/SpacePug/ for an example.",0
"If you have done previous talks on the subject at local user groups, please mention them in your proposal. ",0
I have taken workshops/seminars  previously  in my university  but not on the same subject. Will that be useful?,0
Excellent stuff..,0
Excellent stuff..,0
"Hi Vijay, I think we do not use keywords like 'style' or automation 'process' in organizations as we QE's see everything as in every tool as a framework and that is the reason we used the word 'framework'. Also our perspective while presenting the session will be 'Automation' and not developing anything new and we already have implemented it and use it regularly for our Behaviour Driven automation in our team. You can refer the wiki of the same where the keyword 'framework' is used along with BDD many a times: https://en.wikipedia.org/wiki/Behavior-driven_development . Still, If you want we can change or remove the work 'framework' from the title.. 
Let me know if you have any more questions apart from this.",0
git now has bit more content on the talk and would fill up electronic circuit diagrams as well as data analysis results when we finalize our data analysis part of experiment in coming weeks.,0
"Please fixup the section, so that the talk gets better visibility.",0
"Please update the section, so that your get better visibility.",0
You might want to include that under Speaker Info.,0
I just thought that it would be a good idea to focus on the areas that made MicroPython special. I don't think Micropython does anything special when it comes to tokenizing and parsing (correct me if I am wrong.),0
"Hi Akshay,

I have just submitted to the reviewer the presentation abstract, Please check.

https://docs.google.com/presentation/d/19hr8I7ZgdOT-uQI-7fHB1QQ8tRvSmg_HAY0V0RDLjH8/edit?usp=sharing

I have also shared my blog in my profile. Otherwise a good speaker :)",0
Surely I will update more details about this talk. This will give you a clear idea about the topic and also the takeaways.,0
Added presentation link,0
You are right. Lexical analyzer/ Lexer and tokenizer are functionally the same as the original Cpython. But the way Damien wrote these blocks are in a different way compared to the typical cpython implementation.  ,0
"OK. Didn't realize that. If you have a point to make, then fine.",0
Looking forward to this.,0
"Thanks for your comment. 

 This talk is intended for beginners who wants to know how to get
    started with Apache Storm for Real time Processing. I do use storm
    to process the huge data that we get from multiple sources (Spouts)

The use case that I mentioned (Sentiment Analysis) is just to motivate the attendees towards it. Processing the data (Tweets) that we get from Twitter will be one use case that I will be mentioning in my talk.

I will be using Petrel Library so as to make it simple and easy to build and help others to understand better.

And this will be a basic deployment.



    
    ",0
"Dear review team members,

Thank you for sharing positive review about our outline talk. Appreciate it.

Wish to share with you the paper and power presentation accompanying the talk have been added in the Content URLs section. We would love to hear your review on our paper. Wish to ask you whether it would be possible for PyCon India papers to get accepted in The Python Papers Journal (http://ojs.pythonpapers.org/index.php/tpp)

Wish to share with you that we submitted papers in PyCon Singapore conference in 2009 and all of them were accepted and later published in the above mentioned Python Journal. We are submitting our paper to PyCon India 2016. Looking forward to your review.

Regards,

Manu Sheel Gupta",0
"Dear review team members,

We look forward to your review on the paper and presentation. 

Regards,

Manu Sheel Gupta",0
"Hi, Can you provide few code samples that you will be sharing, the description is too less to understand how the talk will be structured.
",0
Please update the description.,0
"Hey , thanks for taking interest in my proposal .

About code samples : My talk targets beginners who might know how to code or might not . Considering this case i have tried to keep the code as minimal as possible but have focused a lot on **LIVE DEMO's** and **EXAMPLES** . 

here is an example of how i will explain topics : (

>  this is just an example , i have not given full details here . In
> real talk it would be more graphical and interactive

) 

**XOR** 

1. description

2.  a few properties of XOR 

                           0 ⊕ 0=0        1 ⊕ 0=1
                           0 ⊕ 1=1        1 ⊕ 1=0

3. Bitwise XOR : python provide ^ operator to perform bitwise XOR on integers. It does this by first expressing those two integers in binary  , and then performing XOR on their respective bits. Hence the name, bitwise XOR.

                                    73 ⊕ 87 = 0b1001001 ⊕ 0b1010111

                                1 0 0 1 0 0 1  (left)
                               = ⊕ ⊕ ⊕ ⊕ ⊕ ⊕ ⊕
                                  1 0 1 0 1 1 1 (right)
                               = 0 0 1 1 1 1 0
                               = 0b0011110
                               = 30

4. One-time pads : explanation of one time pads . 

5. Attacks on One time pads  : reuse of same key , crib drabbing . 

6. Live example : 

![Plain text][1]

![cipher text][2]

![Reused key and XOR of ciphertext][3]


  [1]: https://s31.postimg.org/ep0y1mdi3/image.png
  [2]: https://s32.postimg.org/etwhsq3xx/image.png
  [3]: https://s31.postimg.org/qef1k5ox7/image.png


How the talk will be structured  : the talk will proceed in same way as i have provided in description 

i will start with  XOR ( explain what it is ? , implementation ? , attacks on it ) and will follow the below sequence 

 1. XOR
    
 2.   One TIme Pad
    
 3.  Ciphers : block ciphers , stream ciphers
    
 4.   TLS
    
 5.   Diffiew-Hellman Key exchange
    
 6.   Authenticity
    
 7.   Cryptographic Hash Functions
    
 8.   Password Storage ( brute force , dictionary attacks , salts , bcrypt
    , scrypt )
    
 9.   Public Key Cryptography
    
 10.   Key Generation
    
 11.   Signing ( RSA , chains of signatures , GPG Key Signing )

",0
"@Kuldeep could you please upload the contents of your presentation?
Along with the links to any prior experience in giving a talk.",0
"Could you please upload the slides of your talk, have you had any previous experience giving talks etc, can you post links to your experience in public talking  if any.",0
"Hello Akshay, I'm a regular speaker at conferences, few links are available above at Speaker Links. Please have a look !",0
Seems interesting . I will surely attend this one ,0
Looking forward to this one ,0
Your comment was informative . I am excited for your talk ,0
the contents are now added...the talk will showcase the power and possibilities with python. The code and the logic behind the whole circuit is not difficult to grasp.,0
"Could you please upload your slides asap? 

The slides don't have to be detailed just a overview will do for now.

We need you to upload the slides within the next 3 days to be able to consider it for selection.",0
"@AkshayArora Presentation content is updated, although It will still be evolving till the last week.",0
"Can you add timing for your talk,  something like::

introduction: 0-2 minutes
Plyer: examples: 2-10 minutes
Pyjnius examples: 10-15 minutes
...

This will help you structure your talk and stick to the time allotted to you.",0
"Have forwarded your question about access to reviewer comments to people who manage the site. However, are you sure that you are logged in, and looking at the correct tab? There should be a Reviews tab to the right  of the Comments tab.",0
Update with Slide link,0
"[Draft presentation for review][1]


  [1]: https://github.com/jjaimon/conferences/blob/master/talks/PyCon%20BLR%202016/PyCon2016-iot-platform.pdf",0
"I just got a mail stating, i need to reply for the reviewer's comment. here is the reply to the following comment. ""Thanks for your submission. Please provide more details, as it is difficult to judge from this what is being proposed beyond a basic introduction to app development with Kivy. Kivy has been around for a while, and many people have probably seen introductory talks. What are you going to demonstrate that is new, and why are you suited to making such a presentation.""
 
@ Reviewer01 : 
Thank you sir for your humble comment. yes, I will be covering the basics along with the development of small ping pong game. In latter part, we will be developing a small git interface application with which we can update and commit the various changes in the code stored in our github repository. Its Functionality might be limited but enough to carry out basic operations like edit,update & commit. Thank you.",0
@vickysam sure. Please check the presentation at git address. It will be completed in coming time. We are working on performing experiments right now and then data will be processed using python.,0
"Kindly, ignore last two comment, i didn't notice there is reviews tab to reply to the reviewers.",0
I have updated the proposal and added a presentation about what the workshop will be about.,0
"Hi, 

Can you please provide some concrete examples and problem statements, where you are using this library and the others failed. 


Also, Curious to know are you one of the main authors for this library because the abstract is very similar to what the library documentation is : https://cryptography.io/en/latest/ ",0
"No  , i am not the main author of cryptography library . I just use that library in my work .   About the description being similar to documentation  , it is quite same because documentation fit my idea and what i want to present at the talk . 

Most of my criticism of other Python cryptographic packages has already been stated in Pycon 2014 .

You can see them here : https://lwn.net/Articles/595790/ <- The state of crypto in Python

Talk Video : http://pyvideo.org/video/2583/the-state-of-crypto-in-python

Qualification of package contributors/code

Jarret Raim : Raim is the cloud security product manager for Rackspace

Paul Kehrer : Kehrer is a software developer for Rackspace working on the Barbican key management service for OpenStack

Other contributors : https://github.com/alex",0
Updated Description and Outline for the talk,0
"Hi Konark,

Though I have chosen MySQL as an exemplary name but yes the session will be around the various security features available for the database that an admin should deploy to make the instance highly secure.

--megha",0
"We are going through deployments this week, could not manage time.

Please find the presentation link which I created for presenting in a meetup.

https://docs.google.com/presentation/d/1Ng6PU8N3pr25ywVQcldCbr9x6YbYBzhi5oxA1CkHAfY/edit?usp=sharing",0
"Hi, This is a nice topic to cover. Topics covered in the slides seem pretty exhaustive, please consider the content to match the talk time. 
Can you add Python code snippets for the application and the Python bindings for AWS Lambda, this maybe useful to audience? ",0
"You could add how Python contributed to building a distributed version control system.
You could also focus on certain aspects of Mercurial which will be compelling for developers to move away from other version control systems. 
Also, bring other the architectural advantages in Mercurial that makes it stand out. If organisations want to host their own version control, can Mercurial be better? 
",0
"I was mainly targeting the audience who has less or no knowledge about such things. Either I have to target developers, or I have to start with the basic and then end with all these things which you suggested. I think the later one is better. Thanks for the suggestions, I will surely include them.",0
"Hi Sankarshan
I will be using raw data and few corpus which come with NLTK. So no specific data-set to be downloaded.
",0
"Wrote a blog article based on the proposed topic, please see http://www.bravegnu.org/blog/python-byte-code-hacks.html Let me know what you think.",0
"Talk content: https://gist.github.com/manojpandey/41b90cba1fd62095e247d1b2448ef85b

Most of it would be more of an interactive session, but I've added my thoughts in the gist above what I'd be discussing. I'm open to more ideas on improving it. Thanks !",0
"Thank you so much for the comments and details, the content looks good. I would give the following suggestions:
1. Need to structure it better for a 40 minute slot.
2. Need to ensure the examples are showcased using Python libs.",0
"> Thank you so much for the comments and details, the content looks good. I would give the following suggestions: 1. Need to structure it better for a 40 minute slot. 2. Need to ensure the examples are showcased using Python libs.

1. about structuring the talk for 40 Minutes . I have been doing practice/ rehearsels with my slides and most of the time the talk comes to an end in 35 min . 

2. about ensuring that examples are showcased using python libs  : as I said in my abstract   "" This talk is aimed at programmers of any skill level that lack crypto knowledge. "" I will surely show examples / live demo with python libs but some examples are best explained if they are simple .

P.S. i know the slides looks like those are too much , but trust me don't go on number of slides , they will be turned to next slides quickly . 

P.S. I will add some examples with python libs in my slides  :) ",0
"Around 40 slides including relevant code and version of packages will be uploaded soon. Few slides are uploaded, rest are in progress. ",0
"Not sure why this is classified under ""Concurrency"". Concurrency is for topics related to Twisted, threading, asyncio, etc. It would be best to categorize it under ""Embedded Python"". Classifying it under the right category will improve the visibility of your talk.",0
"I have received your comments that more details are needed
and I am working up a draft outline/slide set to convey that.",0
"Added URL for Draft power point.

There are lot of improvements in terms of fonts,color,snapshots and examples needs to be done. This is work in progress document.",0
"The problem I will discuss is somewhat like:
Currently, OpenStack's end user stories for both command-line and application developer-consumers of OpenStack-based clouds is confusing, fractured, and inconsistent. This means that if a non-operator or OpenStack developer attempts to consume more than a single service from a deployed OpenStack system, they face an uphill battle. With a consumer application requiring potentially 22 individual python-* clients to install, each with different APIs and nuances, it becomes increasingly difficult to consume OpenStack clouds. The python-openstacksdk project proposes a new project with a single API namespace (""OpenStack"") that would provide users with a single point of entry and series of supporting functions/methods from which to build applications and tools. As a side effect of this consolidation, it becomes very easy to derive a unified CLI, such as OpenStack client, or specialized pre-service CLI tools. However, it is important that the definition of SDK -- the compilation of the APIs and developer functions -- and CLI tools stay separate as it is easy to conflate the idea of ""clients,"" which is the state we have today. 
I hope I answer your question.",0
"Dear review team members,

Thank you so much for sharing feedback. Appreciate it.

We have added 3 case studies and will be uploading the revised ppt by today morning. These case studies have been derived from our product implementations.

We would be happy to make further additions and revisions if the review team feels the need. 

Thanks again,

Manu Sheel Gupta",0
"Dear review team members,

Thank you so much for sharing feedback. Appreciate it.

We have added 3 case studies and will be uploading the revised ppt by today morning. These case studies have been derived from our product implementations.

We would be happy to make further additions and revisions if the review team feels the need. 

Thanks again,

Manu Sheel Gupta",0
I think I would want the focus on concurrency (see the changed title). I will not be discussing any embedded stuff.,0
"Isn't the title misleading. Isn't the workshop just about Docker and Kubernatics? Django happens to be the example you might be taking, but the flow wouldn't change if you replace Django with Rails. Did I miss something?
",0
"The workshop is NOT just about Docker and Kubernetes. Its more about Scaling Django with Kubernetes. Similar ideas can  be applied to Rails. 

The talk is more of a demo to how you would start up with a sample runserver in django, to gunicorn, which later will be monitored using supervisor or any process manager, then eventually leading to container. Now when it comes to docker, how would you address issues of multiple containers, how would you go about securing them, what is the typical architecture for django in a cluster, so on and so forth.  ",0
"Docker is an interesting tools many Python developers would be interested to know about. I've looked at your notes and it looked like it doesn't cover some important topics are required even to move a simple webapp to Docker. Could you please see if you can try to include the following topics:

- Introduction to volumes
- persisting data in containers
- Example to how to dockerize a simple python CRUD webapp with mysql/postgres database
- More emphasis on docker-compose as that would make it possible to manage multi-container apps easily",0
"Hi, Plz help me where to upload the presentation.",0
"Dear review team members,

We have updated the content URL of the presentation and have added 3 case studies. We have shared slides about them from a product implementation perspective. We wish to share that we would be explaining the issues encountered and lessons learned as we go case by case.

Looking forward to hearing your feedback.

Regards,

Manu Sheel Gupta
",0
@konark - We have modified our talk basis of inputs provided by you :) let us know what you think of it now. ,0
@konark - We have modified our talk basis of inputs provided by you :) let us know what you think of it now. ,0
@konark - We have modified our talk basis of inputs provided by you :) let us know what you think of it now. ,0
I will upload the presentation asap. I am currently incapable of doing so due to lack of communication facilities in Kashmir valley owing to limits put on Internet in the valley.,0
Sure. We will include those suggestions in the workshop material. With respect to docker compose we want to keep the workshop neutral to docker compose  and Kubernetes. So we have to talk about both. However we will not be able to cover everything in 2 to 3 hours. But participants can go back and follow the same material and finish the workshop.  ,0
"Dear review team members,

We have added 2 presentations that we would be sharing with the audience before the session -

1. Case Study - Make an in-app payment system using Python based Rest APIs and Cordova app framework.
2. Steps on how to create a hybrid mobile application. We'll be sharing with the audience the demo on using Python based Rest APIs in hybrid mobile applications that we have implemented for our clients and shared in the content presentation.

Regards,

Manu Sheel Gupta",0
Apache storm ! How exactly can it help us Shaik asifullah,0
Apache storm ! How exactly can it help us Shaik asifullah,0
"Thanks Riyaz. Say you want to analyze the twitter data flowing in real time, and to process such a large flow of data, you use Apache Storm. Attend the talk, to know more.",0
"@Sandeep Congratulations, Your talk got selected, will be eager to see Python in Health Monitoring :) ",0
@vickysam: Thankyou. My team will be eager to meet yourself and share our experiences too :),0
Let's catch up @ the Event. :),0
Looking forward to it. ,0
"Please add the presentation link in the Content URLs section, so that it is obvious to reviewers",0
"After considering your comments, I have renamed the talk to be more generic,
created an initial set of slides that I've shared with you, and shifted the focus
to the ""why"" of architectural decisions.  In the talk I'll discuss the use of
Pika/RabbitMQ, Pyramid/Zope, ZSQL, SQLAlchemy, RESTful principles, Python
decorators, AngularJs and websockets over the STOMP protocol.

I will keep the mention of healthcare to a minimum, to make the talk useful
to anyone building a 500-1000 user all-day business-class web application.",0
https://github.com/suman-d/AWSBoto3,0
can you compare event driven architecture of python with popular frameworks/applications like nodejs/expressjs.,0
can you compare event driven architecture of python with popular frameworks/applications like nodejs/expressjs.,0
can you compare event driven architecture of python with popular frameworks/applications like nodejs/expressjs.,0
can you compare event driven architecture of python with popular frameworks/applications like nodejs/expressjs.,0
"Hey Akriti, I think it would be very interesting to compare with other frameworks. But, I am not very familiar with building web services using JS. 
That being said, I still have a month's time, so would definitely try to include one or two slides on the comparison.",0
Is it related to python Twisted framework??,0
Go gensim :D,0
Would be a wonderful experience for anyone interested in getting a hands-on experience in machine learning and natural language processing!,0
"Hello Vijay,
    I request you to add the instructions for setting up the project. Thanks!",0
"Hello Mayank,
    Please add the detailed steps to setup the developer environment for this project. Many Thanks!",0
"Hello Vivek and Farhaan,
    Please add the detailed steps to setup the developer environment for this project. Many Thanks!",0
"Hello Saptak,  Please add the detailed steps to setup the developer environment for this project. Many Thanks!",0
"Hello Sharad,  Please add the detailed steps to setup the developer environment for this project. Many Thanks!",0
"Hello Karan,  Please add the detailed steps to setup the developer environment for this project. Many Thanks!",0
"Hello Lev,  Please add the detailed steps to setup the developer environment for this project. Many Thanks!",0
"The link is already there but in case you missed it , here you go,

[How to set up Pagure  for development ?][1]

Happy Hacking!


  [1]: https://docs.pagure.org/pagure/development.html#
  ",0
@ultimatecoder I will add the steps for creating the developer environment on Github for your kind reference.,0
"@UltiateCoder. Thanks for the tip. Added env setup to the pre-reqs section.
",0
"Hi Jaysinh,

   Setup instructions can be found in repo's Readme page. (https://github.com/pythonindia/wye/blob/development/README.md)",0
"Hi @ultimatecoder, I've made the changes. ",0
Hello UltimateCoder. I have already mentioned the link which has all the setup information for the project. The link is https://github.com/fossasia/open-event-orga-server/blob/development/README.md. ,0
"Hi Arif, Please add instructions for creating developer environment and setting up the project.",0
"Hello Brijraj, Please add information for setting up developer environment. Thanks!",0
"Shyam is a student of mine. I am very proud for all his capabilities, skills and accomplishments. Good luck to you Shyam. God bless !

Kiran Kankipati",0
looks interesting :),0
Before you come to workshop please do as mentioned in https://github.com/container-workbook/docker-workshop#9-prerequisite-for-the-workshop,0
"Is there a Docker container with everything at the exact versions you recommend, for easier installation?
",0
"Hi Jeff, 

Installing from github develop into a virtualenv on a machine with BLAS is best.

Regards
Lev",0
"@rootmonk
Canbyou please share your email id, so that we can send you details. ",0
"@Rishab

Can you share your email id, so that we can send you further details. ",0
"Hi Saurabh,

My email id is rgoel0112@gmail.com

Regards,
Rishab",0
"Will you just dwell on the procedures and implementations of Apache Spark during the talk or the installation too?
",0
Great session. ,0
"I'm not able to attend PyCon this year. 
I'm gone through your proposal i feel its quite interesting to me. I study and execute the example you gave in the proposal. I have a few questions:

1) I need few real time examples and real time scenarios.
2) Where can i implement this ast module ?

 ",0
This looks interesting!,0
"The slides are distributed under CC-Attribution-ShareAlike.
",0
"In view of this, it is more likely than not valuable to learn theano before you begin Keras on the grounds that most illustrations have guide calls to theano which are not covered up in APIs. Furthermore, being an analyst, you would love to be able to make new layers to try out new speculations. Theano gives you a chance.
Go to : [best essay writing service][1]


  [1]: http://www.bestessaywritingservice.co/",1
"You can easily create, develop, edit, improve and integrate mobile applications for ios and android without almost any coding/programming knowledge! Advanced http://appyresto.com app making service will help your ideas come true.",1
